action,time,n
scope,0.000034,500
content,0.000009,500
add,0.000001,501
scope,0.000034,501
content,0.000009,501
add,0.000001,502
scope,0.000034,502
content,0.000010,502
add,0.000000,503
scope,0.000033,503
content,0.000010,503
add,0.000000,504
scope,0.000034,504
content,0.000009,504
add,0.000001,505
scope,0.000035,505
content,0.000009,505
add,0.000001,506
scope,0.000034,506
content,0.000009,506
add,0.000001,507
scope,0.000034,507
content,0.000009,507
add,0.000001,508
scope,0.000034,508
content,0.000010,508
add,0.000001,509
scope,0.000034,509
content,0.000009,509
add,0.000001,510
scope,0.000034,510
content,0.000009,510
add,0.000001,511
scope,0.000035,511
content,0.000009,511
add,0.000001,512
scope,0.000034,512
content,0.000010,512
add,0.000000,513
scope,0.000034,513
content,0.000010,513
add,0.000000,514
scope,0.000034,514
content,0.000009,514
add,0.000001,515
scope,0.000035,515
content,0.000010,515
add,0.000000,516
scope,0.000034,516
content,0.000010,516
add,0.000001,517
scope,0.000034,517
content,0.000009,517
add,0.000001,518
scope,0.000034,518
content,0.000010,518
add,0.000001,519
scope,0.000035,519
content,0.000009,519
add,0.000001,520
scope,0.000035,520
content,0.000010,520
add,0.000000,521
scope,0.000035,521
content,0.000010,521
add,0.000001,522
scope,0.000035,522
content,0.000010,522
add,0.000000,523
scope,0.000035,523
content,0.000009,523
add,0.000000,524
scope,0.000035,524
content,0.000010,524
add,0.000000,525
scope,0.000035,525
content,0.000010,525
add,0.000001,526
scope,0.000035,526
content,0.000010,526
add,0.000001,527
scope,0.000036,527
content,0.000023,527
add,0.000001,528
scope,0.000036,528
content,0.000010,528
add,0.000001,529
scope,0.000036,529
content,0.000010,529
add,0.000000,530
scope,0.000035,530
content,0.000010,530
add,0.000000,531
scope,0.000035,531
content,0.000010,531
add,0.000001,532
scope,0.000035,532
content,0.000009,532
add,0.000001,533
scope,0.000036,533
content,0.000010,533
add,0.000001,534
scope,0.000036,534
content,0.000010,534
add,0.000001,535
scope,0.000036,535
content,0.000010,535
add,0.000001,536
scope,0.000036,536
content,0.000010,536
add,0.000000,537
scope,0.000036,537
content,0.000010,537
add,0.000001,538
scope,0.000036,538
content,0.000009,538
add,0.000001,539
scope,0.000037,539
content,0.000010,539
add,0.000001,540
scope,0.000036,540
content,0.000009,540
add,0.000001,541
scope,0.000040,541
content,0.000011,541
add,0.000001,542
scope,0.000036,542
content,0.000010,542
add,0.000000,543
scope,0.000036,543
content,0.000010,543
add,0.000001,544
scope,0.000037,544
content,0.000010,544
add,0.000000,545
scope,0.000037,545
content,0.000010,545
add,0.000001,546
scope,0.000038,546
content,0.000010,546
add,0.000000,547
scope,0.000036,547
content,0.000011,547
add,0.000000,548
scope,0.000036,548
content,0.000010,548
add,0.000001,549
scope,0.000037,549
content,0.000011,549
add,0.000001,550
scope,0.000037,550
content,0.000010,550
add,0.000001,551
scope,0.000037,551
content,0.000010,551
add,0.000001,552
scope,0.000037,552
content,0.000010,552
add,0.000001,553
scope,0.000038,553
content,0.000010,553
add,0.000001,554
scope,0.000037,554
content,0.000010,554
add,0.000001,555
scope,0.000038,555
content,0.000011,555
add,0.000001,556
scope,0.000037,556
content,0.000010,556
add,0.000001,557
scope,0.000038,557
content,0.000011,557
add,0.000001,558
scope,0.000037,558
content,0.000010,558
add,0.000001,559
scope,0.000037,559
content,0.000011,559
add,0.000000,560
scope,0.000037,560
content,0.000010,560
add,0.000001,561
scope,0.000038,561
content,0.000010,561
add,0.000001,562
scope,0.000038,562
content,0.000010,562
add,0.000000,563
scope,0.000037,563
content,0.000011,563
add,0.000001,564
scope,0.000038,564
content,0.000010,564
add,0.000001,565
scope,0.000038,565
content,0.000010,565
add,0.000001,566
scope,0.000038,566
content,0.000010,566
add,0.000001,567
scope,0.000038,567
content,0.000011,567
add,0.000000,568
scope,0.000037,568
content,0.000011,568
add,0.000001,569
scope,0.000038,569
content,0.000011,569
add,0.000000,570
scope,0.000038,570
content,0.000010,570
add,0.000001,571
scope,0.000038,571
content,0.000010,571
add,0.000001,572
scope,0.000039,572
content,0.000011,572
add,0.000000,573
scope,0.000038,573
content,0.000011,573
add,0.000000,574
scope,0.000038,574
content,0.000011,574
add,0.000000,575
scope,0.000039,575
content,0.000010,575
add,0.000001,576
scope,0.000039,576
content,0.000011,576
add,0.000001,577
scope,0.000039,577
content,0.000010,577
add,0.000001,578
scope,0.000039,578
content,0.000011,578
add,0.000001,579
scope,0.000039,579
content,0.000010,579
add,0.000001,580
scope,0.000040,580
content,0.000010,580
add,0.000001,581
scope,0.000039,581
content,0.000010,581
add,0.000001,582
scope,0.000039,582
content,0.000012,582
add,0.000000,583
scope,0.000039,583
content,0.000012,583
add,0.000000,584
scope,0.000039,584
content,0.000011,584
add,0.000001,585
scope,0.000040,585
content,0.000012,585
add,0.000000,586
scope,0.000041,586
content,0.000011,586
add,0.000001,587
scope,0.000046,587
content,0.000011,587
add,0.000000,588
scope,0.000041,588
content,0.000011,588
add,0.000001,589
scope,0.000042,589
content,0.000011,589
add,0.000001,590
scope,0.000052,590
content,0.000010,590
add,0.000001,591
scope,0.000042,591
content,0.000011,591
add,0.000001,592
scope,0.000042,592
content,0.000011,592
add,0.000000,593
scope,0.000042,593
content,0.000011,593
add,0.000000,594
scope,0.000042,594
content,0.000011,594
add,0.000001,595
scope,0.000042,595
content,0.000011,595
add,0.000001,596
scope,0.000042,596
content,0.000011,596
add,0.000000,597
scope,0.000042,597
content,0.000012,597
add,0.000001,598
scope,0.000043,598
content,0.000011,598
add,0.000000,599
scope,0.000042,599
content,0.000011,599
add,0.000001,600
scope,0.000042,600
content,0.000011,600
add,0.000000,601
scope,0.000041,601
content,0.000010,601
add,0.000001,602
scope,0.000041,602
content,0.000011,602
add,0.000001,603
scope,0.000040,603
content,0.000012,603
add,0.000000,604
scope,0.000040,604
content,0.000010,604
add,0.000001,605
scope,0.000041,605
content,0.000010,605
add,0.000000,606
scope,0.000040,606
content,0.000011,606
add,0.000000,607
scope,0.000040,607
content,0.000012,607
add,0.000000,608
scope,0.000041,608
content,0.000012,608
add,0.000000,609
scope,0.000041,609
content,0.000011,609
add,0.000000,610
scope,0.000040,610
content,0.000012,610
add,0.000001,611
scope,0.000041,611
content,0.000011,611
add,0.000001,612
scope,0.000041,612
content,0.000011,612
add,0.000001,613
scope,0.000041,613
content,0.000012,613
add,0.000001,614
scope,0.000041,614
content,0.000012,614
add,0.000000,615
scope,0.000041,615
content,0.000012,615
add,0.000000,616
scope,0.000041,616
content,0.000011,616
add,0.000000,617
scope,0.000041,617
content,0.000012,617
add,0.000000,618
scope,0.000041,618
content,0.000010,618
add,0.000001,619
scope,0.000041,619
content,0.000011,619
add,0.000001,620
scope,0.000041,620
content,0.000011,620
add,0.000001,621
scope,0.000042,621
content,0.000011,621
add,0.000001,622
scope,0.000042,622
content,0.000011,622
add,0.000001,623
scope,0.000042,623
content,0.000011,623
add,0.000000,624
scope,0.000041,624
content,0.000012,624
add,0.000000,625
scope,0.000042,625
content,0.000011,625
add,0.000000,626
scope,0.000042,626
content,0.000011,626
add,0.000001,627
scope,0.000042,627
content,0.000012,627
add,0.000000,628
scope,0.000042,628
content,0.000012,628
add,0.000000,629
scope,0.000042,629
content,0.000011,629
add,0.000001,630
scope,0.000046,630
content,0.000011,630
add,0.000001,631
scope,0.000045,631
content,0.000012,631
add,0.000000,632
scope,0.000046,632
content,0.000012,632
add,0.000001,633
scope,0.000049,633
content,0.000011,633
add,0.000001,634
scope,0.000046,634
content,0.000011,634
add,0.000001,635
scope,0.000046,635
content,0.000013,635
add,0.000000,636
scope,0.000046,636
content,0.000011,636
add,0.000001,637
scope,0.000047,637
content,0.000011,637
add,0.000001,638
scope,0.000047,638
content,0.000012,638
add,0.000000,639
scope,0.000046,639
content,0.000012,639
add,0.000000,640
scope,0.000046,640
content,0.000013,640
add,0.000000,641
scope,0.000046,641
content,0.000011,641
add,0.000001,642
scope,0.000047,642
content,0.000011,642
add,0.000001,643
scope,0.000047,643
content,0.000011,643
add,0.000001,644
scope,0.000047,644
content,0.000012,644
add,0.000001,645
scope,0.000046,645
content,0.000027,645
add,0.000000,646
scope,0.000043,646
content,0.000012,646
add,0.000001,647
scope,0.000044,647
content,0.000011,647
add,0.000001,648
scope,0.000044,648
content,0.000011,648
add,0.000001,649
scope,0.000044,649
content,0.000011,649
add,0.000001,650
scope,0.000044,650
content,0.000012,650
add,0.000001,651
scope,0.000044,651
content,0.000012,651
add,0.000000,652
scope,0.000043,652
content,0.000012,652
add,0.000001,653
scope,0.000044,653
content,0.000013,653
add,0.000000,654
scope,0.000043,654
content,0.000011,654
add,0.000001,655
scope,0.000043,655
content,0.000012,655
add,0.000000,656
scope,0.000044,656
content,0.000012,656
add,0.000001,657
scope,0.000044,657
content,0.000012,657
add,0.000000,658
scope,0.000044,658
content,0.000011,658
add,0.000001,659
scope,0.000045,659
content,0.000012,659
add,0.000001,660
scope,0.000045,660
content,0.000012,660
add,0.000000,661
scope,0.000044,661
content,0.000013,661
add,0.000001,662
scope,0.000044,662
content,0.000013,662
add,0.000000,663
scope,0.000044,663
content,0.000012,663
add,0.000001,664
scope,0.000044,664
content,0.000012,664
add,0.000001,665
scope,0.000044,665
content,0.000012,665
add,0.000000,666
scope,0.000044,666
content,0.000012,666
add,0.000001,667
scope,0.000045,667
content,0.000013,667
add,0.000001,668
scope,0.000045,668
content,0.000012,668
add,0.000000,669
scope,0.000044,669
content,0.000012,669
add,0.000001,670
scope,0.000045,670
content,0.000012,670
add,0.000001,671
scope,0.000045,671
content,0.000012,671
add,0.000000,672
scope,0.000045,672
content,0.000013,672
add,0.000000,673
scope,0.000045,673
content,0.000013,673
add,0.000000,674
scope,0.000045,674
content,0.000013,674
add,0.000001,675
scope,0.000045,675
content,0.000013,675
add,0.000000,676
scope,0.000045,676
content,0.000012,676
add,0.000001,677
scope,0.000046,677
content,0.000012,677
add,0.000001,678
scope,0.000046,678
content,0.000012,678
add,0.000001,679
scope,0.000045,679
content,0.000012,679
add,0.000000,680
scope,0.000048,680
content,0.000013,680
add,0.000001,681
scope,0.000045,681
content,0.000012,681
add,0.000001,682
scope,0.000046,682
content,0.000013,682
add,0.000001,683
scope,0.000046,683
content,0.000012,683
add,0.000000,684
scope,0.000046,684
content,0.000012,684
add,0.000001,685
scope,0.000046,685
content,0.000012,685
add,0.000001,686
scope,0.000046,686
content,0.000013,686
add,0.000000,687
scope,0.000046,687
content,0.000012,687
add,0.000001,688
scope,0.000046,688
content,0.000013,688
add,0.000001,689
scope,0.000047,689
content,0.000012,689
add,0.000001,690
scope,0.000047,690
content,0.000012,690
add,0.000001,691
scope,0.000045,691
content,0.000013,691
add,0.000001,692
scope,0.000046,692
content,0.000012,692
add,0.000001,693
scope,0.000046,693
content,0.000012,693
add,0.000001,694
scope,0.000046,694
content,0.000013,694
add,0.000001,695
scope,0.000047,695
content,0.000012,695
add,0.000001,696
scope,0.000047,696
content,0.000013,696
add,0.000000,697
scope,0.000047,697
content,0.000013,697
add,0.000000,698
scope,0.000047,698
content,0.000013,698
add,0.000000,699
scope,0.000063,699
content,0.000013,699
add,0.000000,700
scope,0.000046,700
content,0.000013,700
add,0.000001,701
scope,0.000047,701
content,0.000013,701
add,0.000001,702
scope,0.000047,702
content,0.000013,702
add,0.000000,703
scope,0.000047,703
content,0.000013,703
add,0.000000,704
scope,0.000047,704
content,0.000013,704
add,0.000000,705
scope,0.000047,705
content,0.000013,705
add,0.000001,706
scope,0.000048,706
content,0.000012,706
add,0.000001,707
scope,0.000048,707
content,0.000013,707
add,0.000001,708
scope,0.000047,708
content,0.000014,708
add,0.000000,709
scope,0.000047,709
content,0.000013,709
add,0.000001,710
scope,0.000047,710
content,0.000014,710
add,0.000001,711
scope,0.000048,711
content,0.000012,711
add,0.000001,712
scope,0.000047,712
content,0.000014,712
add,0.000001,713
scope,0.000047,713
content,0.000012,713
add,0.000001,714
scope,0.000048,714
content,0.000013,714
add,0.000001,715
scope,0.000048,715
content,0.000013,715
add,0.000001,716
scope,0.000048,716
content,0.000013,716
add,0.000001,717
scope,0.000048,717
content,0.000013,717
add,0.000001,718
scope,0.000048,718
content,0.000013,718
add,0.000001,719
scope,0.000048,719
content,0.000013,719
add,0.000001,720
scope,0.000048,720
content,0.000014,720
add,0.000001,721
scope,0.000048,721
content,0.000013,721
add,0.000001,722
scope,0.000049,722
content,0.000014,722
add,0.000000,723
scope,0.000048,723
content,0.000013,723
add,0.000001,724
scope,0.000048,724
content,0.000014,724
add,0.000001,725
scope,0.000049,725
content,0.000013,725
add,0.000000,726
scope,0.000048,726
content,0.000013,726
add,0.000000,727
scope,0.000055,727
content,0.000013,727
add,0.000000,728
scope,0.000048,728
content,0.000014,728
add,0.000001,729
scope,0.000049,729
content,0.000013,729
add,0.000001,730
scope,0.000049,730
content,0.000014,730
add,0.000001,731
scope,0.000048,731
content,0.000013,731
add,0.000001,732
scope,0.000049,732
content,0.000013,732
add,0.000001,733
scope,0.000050,733
content,0.000014,733
add,0.000000,734
scope,0.000049,734
content,0.000014,734
add,0.000001,735
scope,0.000050,735
content,0.000013,735
add,0.000001,736
scope,0.000050,736
content,0.000013,736
add,0.000001,737
scope,0.000051,737
content,0.000014,737
add,0.000001,738
scope,0.000050,738
content,0.000013,738
add,0.000001,739
scope,0.000050,739
content,0.000013,739
add,0.000001,740
scope,0.000049,740
content,0.000014,740
add,0.000001,741
scope,0.000049,741
content,0.000014,741
add,0.000001,742
scope,0.000050,742
content,0.000014,742
add,0.000001,743
scope,0.000050,743
content,0.000014,743
add,0.000001,744
scope,0.000050,744
content,0.000014,744
add,0.000001,745
scope,0.000051,745
content,0.000013,745
add,0.000001,746
scope,0.000050,746
content,0.000014,746
add,0.000001,747
scope,0.000050,747
content,0.000014,747
add,0.000000,748
scope,0.000050,748
content,0.000013,748
add,0.000001,749
scope,0.000049,749
content,0.000014,749
add,0.000001,750
scope,0.000050,750
content,0.000013,750
add,0.000001,751
scope,0.000051,751
content,0.000013,751
add,0.000001,752
scope,0.000050,752
content,0.000014,752
add,0.000001,753
scope,0.000050,753
content,0.000014,753
add,0.000000,754
scope,0.000050,754
content,0.000015,754
add,0.000000,755
scope,0.000050,755
content,0.000015,755
add,0.000000,756
scope,0.000050,756
content,0.000015,756
add,0.000001,757
scope,0.000050,757
content,0.000015,757
add,0.000000,758
scope,0.000051,758
content,0.000015,758
add,0.000000,759
scope,0.000050,759
content,0.000014,759
add,0.000001,760
scope,0.000051,760
content,0.000014,760
add,0.000001,761
scope,0.000051,761
content,0.000014,761
add,0.000001,762
scope,0.000051,762
content,0.000014,762
add,0.000001,763
scope,0.000051,763
content,0.000014,763
add,0.000000,764
scope,0.000051,764
content,0.000013,764
add,0.000001,765
scope,0.000052,765
content,0.000013,765
add,0.000001,766
scope,0.000051,766
content,0.000014,766
add,0.000001,767
scope,0.000051,767
content,0.000013,767
add,0.000001,768
scope,0.000052,768
content,0.000013,768
add,0.000001,769
scope,0.000052,769
content,0.000014,769
add,0.000001,770
scope,0.000052,770
content,0.000014,770
add,0.000000,771
scope,0.000051,771
content,0.000013,771
add,0.000001,772
scope,0.000052,772
content,0.000015,772
add,0.000000,773
scope,0.000054,773
content,0.000014,773
add,0.000001,774
scope,0.000052,774
content,0.000014,774
add,0.000000,775
scope,0.000052,775
content,0.000014,775
add,0.000001,776
scope,0.000052,776
content,0.000015,776
add,0.000001,777
scope,0.000052,777
content,0.000014,777
add,0.000001,778
scope,0.000052,778
content,0.000014,778
add,0.000001,779
scope,0.000052,779
content,0.000015,779
add,0.000001,780
scope,0.000052,780
content,0.000014,780
add,0.000001,781
scope,0.000053,781
content,0.000015,781
add,0.000000,782
scope,0.000052,782
content,0.000015,782
add,0.000001,783
scope,0.000052,783
content,0.000015,783
add,0.000001,784
scope,0.000053,784
content,0.000015,784
add,0.000000,785
scope,0.000053,785
content,0.000015,785
add,0.000001,786
scope,0.000053,786
content,0.000015,786
add,0.000001,787
scope,0.000052,787
content,0.000014,787
add,0.000001,788
scope,0.000053,788
content,0.000015,788
add,0.000000,789
scope,0.000052,789
content,0.000015,789
add,0.000001,790
scope,0.000053,790
content,0.000014,790
add,0.000000,791
scope,0.000052,791
content,0.000015,791
add,0.000000,792
scope,0.000052,792
content,0.000014,792
add,0.000001,793
scope,0.000053,793
content,0.000015,793
add,0.000000,794
scope,0.000054,794
content,0.000015,794
add,0.000000,795
scope,0.000054,795
content,0.000015,795
